,hour,weekday,month,off_cat,cnt
525,0,Thursday,Apr,Destruction/Damage/Vandalism of Property,5
526,0,Thursday,Apr,Larceny/Theft Offenses,6
527,0,Thursday,Apr,Motor Vehicle Theft,2
528,0,Thursday,Apr,Weapon Law Violations,1
596,0,Thursday,May,Arson,1
597,0,Thursday,May,Assault Offenses,17
598,0,Thursday,May,Destruction/Damage/Vandalism of Property,8
599,0,Thursday,May,Drug/Narcotic Offenses,2
600,0,Thursday,May,Fraud Offenses,2
601,0,Thursday,May,Homicide Offenses,1
602,0,Thursday,May,Larceny/Theft Offenses,7
603,0,Thursday,May,Motor Vehicle Theft,2
604,0,Thursday,May,Pornography/Obscene Material,1
605,0,Thursday,May,Robbery,2
606,0,Thursday,May,Sex Offenses,1
607,0,Thursday,May,Weapon Law Violations,2
575,0,Thursday,Jun,Arson,1
576,0,Thursday,Jun,Assault Offenses,22
577,0,Thursday,Jun,Burglary/Breaking & Entering,4
578,0,Thursday,Jun,Destruction/Damage/Vandalism of Property,4
579,0,Thursday,Jun,Drug/Narcotic Offenses,3
580,0,Thursday,Jun,Larceny/Theft Offenses,7
581,0,Thursday,Jun,Motor Vehicle Theft,1
582,0,Thursday,Jun,Sex Offenses,2
583,0,Thursday,Jun,Stolen Property Offenses,2
584,0,Thursday,Jun,Weapon Law Violations,2
567,0,Thursday,Jul,Assault Offenses,31
568,0,Thursday,Jul,Burglary/Breaking & Entering,2
569,0,Thursday,Jul,Destruction/Damage/Vandalism of Property,12
570,0,Thursday,Jul,Drug/Narcotic Offenses,5
571,0,Thursday,Jul,Larceny/Theft Offenses,7
572,0,Thursday,Jul,Motor Vehicle Theft,1
573,0,Thursday,Jul,Sex Offenses,1
574,0,Thursday,Jul,Weapon Law Violations,1
529,0,Thursday,Aug,Assault Offenses,27
530,0,Thursday,Aug,Burglary/Breaking & Entering,5
531,0,Thursday,Aug,Counterfeiting/Forgery,2
532,0,Thursday,Aug,Destruction/Damage/Vandalism of Property,9
533,0,Thursday,Aug,Drug/Narcotic Offenses,4
534,0,Thursday,Aug,Fraud Offenses,6
535,0,Thursday,Aug,Kidnapping/Abduction,1
536,0,Thursday,Aug,Larceny/Theft Offenses,7
537,0,Thursday,Aug,Motor Vehicle Theft,3
538,0,Thursday,Aug,Robbery,2
539,0,Thursday,Aug,Weapon Law Violations,2
631,0,Thursday,Sep,Assault Offenses,15
632,0,Thursday,Sep,Burglary/Breaking & Entering,2
633,0,Thursday,Sep,Destruction/Damage/Vandalism of Property,6
634,0,Thursday,Sep,Drug/Narcotic Offenses,3
635,0,Thursday,Sep,Embezzlement,1
636,0,Thursday,Sep,Fraud Offenses,1
637,0,Thursday,Sep,Gambling Offenses,1
638,0,Thursday,Sep,Larceny/Theft Offenses,4
639,0,Thursday,Sep,Motor Vehicle Theft,1
640,0,Thursday,Sep,Sex Offenses,1
641,0,Thursday,Sep,Stolen Property Offenses,1
642,0,Thursday,Sep,Weapon Law Violations,3
618,0,Thursday,Oct,Assault Offenses,45
619,0,Thursday,Oct,Burglary/Breaking & Entering,9
620,0,Thursday,Oct,Counterfeiting/Forgery,2
621,0,Thursday,Oct,Destruction/Damage/Vandalism of Property,15
622,0,Thursday,Oct,Drug/Narcotic Offenses,11
623,0,Thursday,Oct,Fraud Offenses,11
624,0,Thursday,Oct,Larceny/Theft Offenses,22
625,0,Thursday,Oct,Motor Vehicle Theft,4
626,0,Thursday,Oct,Pornography/Obscene Material,4
627,0,Thursday,Oct,Robbery,4
628,0,Thursday,Oct,Sex Offenses,2
629,0,Thursday,Oct,Stolen Property Offenses,1
630,0,Thursday,Oct,Weapon Law Violations,1
608,0,Thursday,Nov,Arson,1
609,0,Thursday,Nov,Assault Offenses,40
610,0,Thursday,Nov,Burglary/Breaking & Entering,4
611,0,Thursday,Nov,Destruction/Damage/Vandalism of Property,14
612,0,Thursday,Nov,Drug/Narcotic Offenses,5
613,0,Thursday,Nov,Fraud Offenses,10
614,0,Thursday,Nov,Larceny/Theft Offenses,15
615,0,Thursday,Nov,Robbery,2
616,0,Thursday,Nov,Sex Offenses,1
617,0,Thursday,Nov,Weapon Law Violations,3
540,0,Thursday,Dec,Arson,1
541,0,Thursday,Dec,Assault Offenses,25
542,0,Thursday,Dec,Burglary/Breaking & Entering,3
543,0,Thursday,Dec,Counterfeiting/Forgery,1
544,0,Thursday,Dec,Destruction/Damage/Vandalism of Property,13
545,0,Thursday,Dec,Drug/Narcotic Offenses,6
546,0,Thursday,Dec,Fraud Offenses,10
547,0,Thursday,Dec,Larceny/Theft Offenses,14
548,0,Thursday,Dec,Motor Vehicle Theft,3
549,0,Thursday,Dec,Robbery,3
550,0,Thursday,Dec,Weapon Law Violations,2
42,0,Friday,Jan,Assault Offenses,26
43,0,Friday,Jan,Burglary/Breaking & Entering,4
44,0,Friday,Jan,Destruction/Damage/Vandalism of Property,6
45,0,Friday,Jan,Drug/Narcotic Offenses,1
46,0,Friday,Jan,Larceny/Theft Offenses,2
47,0,Friday,Jan,Motor Vehicle Theft,1
48,0,Friday,Jan,Robbery,1
49,0,Friday,Jan,Sex Offenses,1
50,0,Friday,Jan,Stolen Property Offenses,1
51,0,Friday,Jan,Weapon Law Violations,5
32,0,Friday,Feb,Assault Offenses,17
33,0,Friday,Feb,Burglary/Breaking & Entering,1
34,0,Friday,Feb,Destruction/Damage/Vandalism of Property,4
35,0,Friday,Feb,Drug/Narcotic Offenses,2
36,0,Friday,Feb,Fraud Offenses,2
37,0,Friday,Feb,Larceny/Theft Offenses,2
38,0,Friday,Feb,Motor Vehicle Theft,2
39,0,Friday,Feb,Robbery,1
40,0,Friday,Feb,Sex Offenses,3
41,0,Friday,Feb,Stolen Property Offenses,1
67,0,Friday,Mar,Assault Offenses,15
68,0,Friday,Mar,Burglary/Breaking & Entering,1
69,0,Friday,Mar,Destruction/Damage/Vandalism of Property,3
70,0,Friday,Mar,Drug/Narcotic Offenses,1
71,0,Friday,Mar,Embezzlement,1
72,0,Friday,Mar,Extortion/Blackmail,1
73,0,Friday,Mar,Kidnapping/Abduction,1
74,0,Friday,Mar,Larceny/Theft Offenses,1
75,0,Friday,Mar,Motor Vehicle Theft,1
76,0,Friday,Mar,Robbery,2
77,0,Friday,Mar,Sex Offenses,2
1,0,Friday,Apr,Assault Offenses,21
2,0,Friday,Apr,Burglary/Breaking & Entering,3
3,0,Friday,Apr,Destruction/Damage/Vandalism of Property,5
4,0,Friday,Apr,Drug/Narcotic Offenses,1
5,0,Friday,Apr,Larceny/Theft Offenses,7
6,0,Friday,Apr,Motor Vehicle Theft,1
7,0,Friday,Apr,Robbery,1
78,0,Friday,May,Assault Offenses,27
79,0,Friday,May,Burglary/Breaking & Entering,5
80,0,Friday,May,Counterfeiting/Forgery,1
81,0,Friday,May,Destruction/Damage/Vandalism of Property,9
82,0,Friday,May,Drug/Narcotic Offenses,2
83,0,Friday,May,Fraud Offenses,3
84,0,Friday,May,Kidnapping/Abduction,1
85,0,Friday,May,Larceny/Theft Offenses,4
86,0,Friday,May,Motor Vehicle Theft,3
87,0,Friday,May,Robbery,2
88,0,Friday,May,Sex Offenses,1
89,0,Friday,May,Weapon Law Violations,1
58,0,Friday,Jun,Assault Offenses,28
59,0,Friday,Jun,Burglary/Breaking & Entering,4
60,0,Friday,Jun,Counterfeiting/Forgery,1
61,0,Friday,Jun,Destruction/Damage/Vandalism of Property,6
62,0,Friday,Jun,Drug/Narcotic Offenses,5
63,0,Friday,Jun,Fraud Offenses,2
64,0,Friday,Jun,Larceny/Theft Offenses,3
65,0,Friday,Jun,Robbery,3
66,0,Friday,Jun,Weapon Law Violations,1
52,0,Friday,Jul,Assault Offenses,26
53,0,Friday,Jul,Burglary/Breaking & Entering,6
54,0,Friday,Jul,Destruction/Damage/Vandalism of Property,11
55,0,Friday,Jul,Larceny/Theft Offenses,5
56,0,Friday,Jul,Motor Vehicle Theft,2
57,0,Friday,Jul,Sex Offenses,1
8,0,Friday,Aug,Assault Offenses,34
9,0,Friday,Aug,Burglary/Breaking & Entering,3
10,0,Friday,Aug,Destruction/Damage/Vandalism of Property,14
11,0,Friday,Aug,Drug/Narcotic Offenses,4
12,0,Friday,Aug,Fraud Offenses,3
13,0,Friday,Aug,Kidnapping/Abduction,1
14,0,Friday,Aug,Larceny/Theft Offenses,7
15,0,Friday,Aug,Motor Vehicle Theft,1
16,0,Friday,Aug,Robbery,2
17,0,Friday,Aug,Sex Offenses,1
18,0,Friday,Aug,Stolen Property Offenses,1
19,0,Friday,Aug,Weapon Law Violations,2
115,0,Friday,Sep,Assault Offenses,13
116,0,Friday,Sep,Burglary/Breaking & Entering,3
117,0,Friday,Sep,Counterfeiting/Forgery,1
118,0,Friday,Sep,Destruction/Damage/Vandalism of Property,5
119,0,Friday,Sep,Drug/Narcotic Offenses,5
120,0,Friday,Sep,Larceny/Theft Offenses,10
121,0,Friday,Sep,Motor Vehicle Theft,1
122,0,Friday,Sep,Robbery,3
123,0,Friday,Sep,Stolen Property Offenses,1
124,0,Friday,Sep,Weapon Law Violations,1
103,0,Friday,Oct,Assault Offenses,45
104,0,Friday,Oct,Burglary/Breaking & Entering,8
105,0,Friday,Oct,Destruction/Damage/Vandalism of Property,15
106,0,Friday,Oct,Drug/Narcotic Offenses,13
107,0,Friday,Oct,Fraud Offenses,13
108,0,Friday,Oct,Kidnapping/Abduction,1
109,0,Friday,Oct,Larceny/Theft Offenses,24
110,0,Friday,Oct,Motor Vehicle Theft,2
111,0,Friday,Oct,Robbery,4
112,0,Friday,Oct,Sex Offenses,2
113,0,Friday,Oct,Stolen Property Offenses,1
114,0,Friday,Oct,Weapon Law Violations,2
90,0,Friday,Nov,Assault Offenses,37
91,0,Friday,Nov,Burglary/Breaking & Entering,10
92,0,Friday,Nov,Counterfeiting/Forgery,2
93,0,Friday,Nov,Destruction/Damage/Vandalism of Property,24
94,0,Friday,Nov,Drug/Narcotic Offenses,9
95,0,Friday,Nov,Embezzlement,1
96,0,Friday,Nov,Fraud Offenses,13
97,0,Friday,Nov,Larceny/Theft Offenses,22
98,0,Friday,Nov,Motor Vehicle Theft,2
99,0,Friday,Nov,Pornography/Obscene Material,1
100,0,Friday,Nov,Robbery,4
101,0,Friday,Nov,Sex Offenses,1
102,0,Friday,Nov,Weapon Law Violations,2
20,0,Friday,Dec,Assault Offenses,30
21,0,Friday,Dec,Burglary/Breaking & Entering,4
22,0,Friday,Dec,Counterfeiting/Forgery,2
23,0,Friday,Dec,Destruction/Damage/Vandalism of Property,5
24,0,Friday,Dec,Drug/Narcotic Offenses,6
25,0,Friday,Dec,Embezzlement,1
26,0,Friday,Dec,Fraud Offenses,13
27,0,Friday,Dec,Larceny/Theft Offenses,21
28,0,Friday,Dec,Motor Vehicle Theft,2
29,0,Friday,Dec,Sex Offenses,2
30,0,Friday,Dec,Stolen Property Offenses,1
31,0,Friday,Dec,Weapon Law Violations,2
294,0,Saturday,Jan,Arson,1
295,0,Saturday,Jan,Assault Offenses,23
296,0,Saturday,Jan,Burglary/Breaking & Entering,3
297,0,Saturday,Jan,Destruction/Damage/Vandalism of Property,10
298,0,Saturday,Jan,Drug/Narcotic Offenses,3
299,0,Saturday,Jan,Extortion/Blackmail,1
300,0,Saturday,Jan,Fraud Offenses,3
301,0,Saturday,Jan,Larceny/Theft Offenses,5
302,0,Saturday,Jan,Motor Vehicle Theft,3
303,0,Saturday,Jan,Robbery,2
304,0,Saturday,Jan,Sex Offenses,1
305,0,Saturday,Jan,Weapon Law Violations,2
284,0,Saturday,Feb,Assault Offenses,25
285,0,Saturday,Feb,Burglary/Breaking & Entering,2
286,0,Saturday,Feb,Counterfeiting/Forgery,2
287,0,Saturday,Feb,Destruction/Damage/Vandalism of Property,7
288,0,Saturday,Feb,Drug/Narcotic Offenses,3
289,0,Saturday,Feb,Fraud Offenses,1
290,0,Saturday,Feb,Larceny/Theft Offenses,7
291,0,Saturday,Feb,Motor Vehicle Theft,3
292,0,Saturday,Feb,Robbery,2
293,0,Saturday,Feb,Weapon Law Violations,1
334,0,Saturday,Mar,Assault Offenses,30
335,0,Saturday,Mar,Burglary/Breaking & Entering,3
336,0,Saturday,Mar,Destruction/Damage/Vandalism of Property,7
337,0,Saturday,Mar,Drug/Narcotic Offenses,7
338,0,Saturday,Mar,Fraud Offenses,1
339,0,Saturday,Mar,Kidnapping/Abduction,2
340,0,Saturday,Mar,Larceny/Theft Offenses,8
341,0,Saturday,Mar,Pornography/Obscene Material,1
342,0,Saturday,Mar,Robbery,2
343,0,Saturday,Mar,Sex Offenses,1
344,0,Saturday,Mar,Weapon Law Violations,1
249,0,Saturday,Apr,Assault Offenses,30
250,0,Saturday,Apr,Burglary/Breaking & Entering,2
251,0,Saturday,Apr,Destruction/Damage/Vandalism of Property,5
252,0,Saturday,Apr,Drug/Narcotic Offenses,3
253,0,Saturday,Apr,Fraud Offenses,2
254,0,Saturday,Apr,Larceny/Theft Offenses,5
255,0,Saturday,Apr,Motor Vehicle Theft,2
256,0,Saturday,Apr,Robbery,1
257,0,Saturday,Apr,Sex Offenses,1
258,0,Saturday,Apr,Stolen Property Offenses,2
259,0,Saturday,Apr,Weapon Law Violations,1
345,0,Saturday,May,Assault Offenses,20
346,0,Saturday,May,Burglary/Breaking & Entering,4
347,0,Saturday,May,Counterfeiting/Forgery,1
348,0,Saturday,May,Destruction/Damage/Vandalism of Property,14
349,0,Saturday,May,Drug/Narcotic Offenses,2
350,0,Saturday,May,Fraud Offenses,2
351,0,Saturday,May,Kidnapping/Abduction,1
352,0,Saturday,May,Larceny/Theft Offenses,8
353,0,Saturday,May,Motor Vehicle Theft,1
354,0,Saturday,May,Robbery,3
355,0,Saturday,May,Stolen Property Offenses,1
356,0,Saturday,May,Weapon Law Violations,4
321,0,Saturday,Jun,Assault Offenses,48
322,0,Saturday,Jun,Burglary/Breaking & Entering,4
323,0,Saturday,Jun,Counterfeiting/Forgery,1
324,0,Saturday,Jun,Destruction/Damage/Vandalism of Property,20
325,0,Saturday,Jun,Drug/Narcotic Offenses,9
326,0,Saturday,Jun,Extortion/Blackmail,1
327,0,Saturday,Jun,Fraud Offenses,1
328,0,Saturday,Jun,Larceny/Theft Offenses,17
329,0,Saturday,Jun,Motor Vehicle Theft,2
330,0,Saturday,Jun,Robbery,1
331,0,Saturday,Jun,Sex Offenses,5
332,0,Saturday,Jun,Stolen Property Offenses,1
333,0,Saturday,Jun,Weapon Law Violations,1
306,0,Saturday,Jul,Animal Cruelty,1
307,0,Saturday,Jul,Arson,1
308,0,Saturday,Jul,Assault Offenses,41
309,0,Saturday,Jul,Burglary/Breaking & Entering,3
310,0,Saturday,Jul,Destruction/Damage/Vandalism of Property,11
311,0,Saturday,Jul,Drug/Narcotic Offenses,9
312,0,Saturday,Jul,Fraud Offenses,1
313,0,Saturday,Jul,Kidnapping/Abduction,1
314,0,Saturday,Jul,Larceny/Theft Offenses,8
315,0,Saturday,Jul,Motor Vehicle Theft,1
316,0,Saturday,Jul,Robbery,4
317,0,Saturday,Jul,Sex Offenses,3
318,0,Saturday,Jul,"Sex Offenses, Non-forcible",1
319,0,Saturday,Jul,Stolen Property Offenses,1
320,0,Saturday,Jul,Weapon Law Violations,2
260,0,Saturday,Aug,Assault Offenses,37
261,0,Saturday,Aug,Burglary/Breaking & Entering,6
262,0,Saturday,Aug,Destruction/Damage/Vandalism of Property,13
263,0,Saturday,Aug,Drug/Narcotic Offenses,3
264,0,Saturday,Aug,Fraud Offenses,2
265,0,Saturday,Aug,Larceny/Theft Offenses,11
266,0,Saturday,Aug,Motor Vehicle Theft,2
267,0,Saturday,Aug,Stolen Property Offenses,2
268,0,Saturday,Aug,Weapon Law Violations,2
381,0,Saturday,Sep,Assault Offenses,35
382,0,Saturday,Sep,Burglary/Breaking & Entering,7
383,0,Saturday,Sep,Counterfeiting/Forgery,2
384,0,Saturday,Sep,Destruction/Damage/Vandalism of Property,16
385,0,Saturday,Sep,Drug/Narcotic Offenses,2
386,0,Saturday,Sep,Larceny/Theft Offenses,8
387,0,Saturday,Sep,Motor Vehicle Theft,2
388,0,Saturday,Sep,Robbery,1
389,0,Saturday,Sep,Sex Offenses,1
390,0,Saturday,Sep,Weapon Law Violations,3
371,0,Saturday,Oct,Assault Offenses,60
372,0,Saturday,Oct,Burglary/Breaking & Entering,7
373,0,Saturday,Oct,Counterfeiting/Forgery,3
374,0,Saturday,Oct,Destruction/Damage/Vandalism of Property,21
375,0,Saturday,Oct,Drug/Narcotic Offenses,7
376,0,Saturday,Oct,Fraud Offenses,7
377,0,Saturday,Oct,Larceny/Theft Offenses,20
378,0,Saturday,Oct,Motor Vehicle Theft,1
379,0,Saturday,Oct,Pornography/Obscene Material,1
380,0,Saturday,Oct,Sex Offenses,2
357,0,Saturday,Nov,Assault Offenses,51
358,0,Saturday,Nov,Burglary/Breaking & Entering,10
359,0,Saturday,Nov,Counterfeiting/Forgery,3
360,0,Saturday,Nov,Destruction/Damage/Vandalism of Property,31
361,0,Saturday,Nov,Drug/Narcotic Offenses,3
362,0,Saturday,Nov,Embezzlement,2
363,0,Saturday,Nov,Fraud Offenses,8
364,0,Saturday,Nov,Kidnapping/Abduction,2
365,0,Saturday,Nov,Larceny/Theft Offenses,20
366,0,Saturday,Nov,Motor Vehicle Theft,2
367,0,Saturday,Nov,Pornography/Obscene Material,1
368,0,Saturday,Nov,Robbery,2
369,0,Saturday,Nov,Sex Offenses,2
370,0,Saturday,Nov,Weapon Law Violations,4
269,0,Saturday,Dec,Assault Offenses,44
270,0,Saturday,Dec,Burglary/Breaking & Entering,2
271,0,Saturday,Dec,Counterfeiting/Forgery,1
272,0,Saturday,Dec,Destruction/Damage/Vandalism of Property,13
273,0,Saturday,Dec,Drug/Narcotic Offenses,5
274,0,Saturday,Dec,Embezzlement,1
275,0,Saturday,Dec,Fraud Offenses,10
276,0,Saturday,Dec,Larceny/Theft Offenses,14
277,0,Saturday,Dec,Motor Vehicle Theft,6
278,0,Saturday,Dec,Prostitution Offenses,1
279,0,Saturday,Dec,Robbery,5
280,0,Saturday,Dec,Sex Offenses,1
281,0,Saturday,Dec,"Sex Offenses, Non-forcible",1
282,0,Saturday,Dec,Stolen Property Offenses,1
283,0,Saturday,Dec,Weapon Law Violations,2
1289,1,Sunday,Jan,Assault Offenses,32
1290,1,Sunday,Jan,Burglary/Breaking & Entering,1
1291,1,Sunday,Jan,Destruction/Damage/Vandalism of Property,4
1292,1,Sunday,Jan,Drug/Narcotic Offenses,3
1293,1,Sunday,Jan,Fraud Offenses,1
1294,1,Sunday,Jan,Larceny/Theft Offenses,11
1295,1,Sunday,Jan,Motor Vehicle Theft,3
1296,1,Sunday,Jan,Robbery,1
1297,1,Sunday,Jan,Stolen Property Offenses,1
1298,1,Sunday,Jan,Weapon Law Violations,5
1276,1,Sunday,Feb,Arson,1
1277,1,Sunday,Feb,Assault Offenses,26
1278,1,Sunday,Feb,Burglary/Breaking & Entering,7
1279,1,Sunday,Feb,Destruction/Damage/Vandalism of Property,13
1280,1,Sunday,Feb,Drug/Narcotic Offenses,5
1281,1,Sunday,Feb,Fraud Offenses,1
1282,1,Sunday,Feb,Kidnapping/Abduction,1
1283,1,Sunday,Feb,Larceny/Theft Offenses,8
1284,1,Sunday,Feb,Motor Vehicle Theft,2
1285,1,Sunday,Feb,Robbery,1
1286,1,Sunday,Feb,Sex Offenses,1
1287,1,Sunday,Feb,Stolen Property Offenses,1
1288,1,Sunday,Feb,Weapon Law Violations,1
1320,1,Sunday,Mar,Assault Offenses,33
1321,1,Sunday,Mar,Burglary/Breaking & Entering,2
1322,1,Sunday,Mar,Destruction/Damage/Vandalism of Property,8
1323,1,Sunday,Mar,Drug/Narcotic Offenses,7
1324,1,Sunday,Mar,Fraud Offenses,2
1325,1,Sunday,Mar,Larceny/Theft Offenses,4
1326,1,Sunday,Mar,Robbery,1
1327,1,Sunday,Mar,Weapon Law Violations,1
1247,1,Sunday,Apr,Assault Offenses,27
1248,1,Sunday,Apr,Burglary/Breaking & Entering,1
1249,1,Sunday,Apr,Destruction/Damage/Vandalism of Property,14
1250,1,Sunday,Apr,Drug/Narcotic Offenses,1
1251,1,Sunday,Apr,Fraud Offenses,1
1252,1,Sunday,Apr,Kidnapping/Abduction,2
1253,1,Sunday,Apr,Larceny/Theft Offenses,7
1254,1,Sunday,Apr,Robbery,1
1255,1,Sunday,Apr,Weapon Law Violations,4
1328,1,Sunday,May,Assault Offenses,44
1329,1,Sunday,May,Burglary/Breaking & Entering,4
1330,1,Sunday,May,Destruction/Damage/Vandalism of Property,13
1331,1,Sunday,May,Drug/Narcotic Offenses,5
1332,1,Sunday,May,Fraud Offenses,1
1333,1,Sunday,May,Larceny/Theft Offenses,7
1334,1,Sunday,May,Motor Vehicle Theft,2
1335,1,Sunday,May,Prostitution Offenses,1
1336,1,Sunday,May,Robbery,1
1337,1,Sunday,May,Sex Offenses,1
1338,1,Sunday,May,Weapon Law Violations,4
1311,1,Sunday,Jun,Assault Offenses,52
1312,1,Sunday,Jun,Burglary/Breaking & Entering,8
1313,1,Sunday,Jun,Counterfeiting/Forgery,1
1314,1,Sunday,Jun,Destruction/Damage/Vandalism of Property,21
1315,1,Sunday,Jun,Drug/Narcotic Offenses,2
1316,1,Sunday,Jun,Larceny/Theft Offenses,12
1317,1,Sunday,Jun,Motor Vehicle Theft,2
1318,1,Sunday,Jun,Sex Offenses,3
1319,1,Sunday,Jun,Weapon Law Violations,6
1299,1,Sunday,Jul,Arson,1
1300,1,Sunday,Jul,Assault Offenses,27
1301,1,Sunday,Jul,Burglary/Breaking & Entering,2
1302,1,Sunday,Jul,Counterfeiting/Forgery,1
1303,1,Sunday,Jul,Destruction/Damage/Vandalism of Property,10
1304,1,Sunday,Jul,Drug/Narcotic Offenses,5
1305,1,Sunday,Jul,Fraud Offenses,1
1306,1,Sunday,Jul,Larceny/Theft Offenses,10
1307,1,Sunday,Jul,Motor Vehicle Theft,4
1308,1,Sunday,Jul,Robbery,1
1309,1,Sunday,Jul,Sex Offenses,1
1310,1,Sunday,Jul,Weapon Law Violations,3
1256,1,Sunday,Aug,Assault Offenses,34
1257,1,Sunday,Aug,Burglary/Breaking & Entering,8
1258,1,Sunday,Aug,Destruction/Damage/Vandalism of Property,9
1259,1,Sunday,Aug,Drug/Narcotic Offenses,5
1260,1,Sunday,Aug,Larceny/Theft Offenses,8
1261,1,Sunday,Aug,Motor Vehicle Theft,2
1262,1,Sunday,Aug,Robbery,2
1263,1,Sunday,Aug,Stolen Property Offenses,1
1264,1,Sunday,Aug,Weapon Law Violations,1
1363,1,Sunday,Sep,Arson,1
1364,1,Sunday,Sep,Assault Offenses,33
1365,1,Sunday,Sep,Burglary/Breaking & Entering,3
1366,1,Sunday,Sep,Destruction/Damage/Vandalism of Property,14
1367,1,Sunday,Sep,Drug/Narcotic Offenses,7
1368,1,Sunday,Sep,Larceny/Theft Offenses,6
1369,1,Sunday,Sep,Motor Vehicle Theft,1
1370,1,Sunday,Sep,Prostitution Offenses,2
1371,1,Sunday,Sep,Robbery,1
1372,1,Sunday,Sep,Sex Offenses,2
1373,1,Sunday,Sep,Stolen Property Offenses,2
1374,1,Sunday,Sep,Weapon Law Violations,2
1352,1,Sunday,Oct,Assault Offenses,46
1353,1,Sunday,Oct,Burglary/Breaking & Entering,4
1354,1,Sunday,Oct,Destruction/Damage/Vandalism of Property,12
1355,1,Sunday,Oct,Drug/Narcotic Offenses,5
1356,1,Sunday,Oct,Fraud Offenses,2
1357,1,Sunday,Oct,Larceny/Theft Offenses,13
1358,1,Sunday,Oct,Motor Vehicle Theft,4
1359,1,Sunday,Oct,Robbery,1
1360,1,Sunday,Oct,Sex Offenses,1
1361,1,Sunday,Oct,Stolen Property Offenses,2
1362,1,Sunday,Oct,Weapon Law Violations,2
1339,1,Sunday,Nov,Assault Offenses,59
1340,1,Sunday,Nov,Burglary/Breaking & Entering,8
1341,1,Sunday,Nov,Counterfeiting/Forgery,1
1342,1,Sunday,Nov,Destruction/Damage/Vandalism of Property,22
1343,1,Sunday,Nov,Drug/Narcotic Offenses,8
1344,1,Sunday,Nov,Fraud Offenses,3
1345,1,Sunday,Nov,Homicide Offenses,1
1346,1,Sunday,Nov,Larceny/Theft Offenses,9
1347,1,Sunday,Nov,Motor Vehicle Theft,1
1348,1,Sunday,Nov,Robbery,4
1349,1,Sunday,Nov,Sex Offenses,3
1350,1,Sunday,Nov,Stolen Property Offenses,3
1351,1,Sunday,Nov,Weapon Law Violations,4
1265,1,Sunday,Dec,Assault Offenses,52
1266,1,Sunday,Dec,Burglary/Breaking & Entering,4
1267,1,Sunday,Dec,Destruction/Damage/Vandalism of Property,21
1268,1,Sunday,Dec,Drug/Narcotic Offenses,6
1269,1,Sunday,Dec,Fraud Offenses,5
1270,1,Sunday,Dec,Larceny/Theft Offenses,11
1271,1,Sunday,Dec,Motor Vehicle Theft,2
1272,1,Sunday,Dec,Robbery,3
1273,1,Sunday,Dec,Sex Offenses,2
1274,1,Sunday,Dec,Stolen Property Offenses,1
1275,1,Sunday,Dec,Weapon Law Violations,2
1046,1,Monday,Jan,Assault Offenses,10
1047,1,Monday,Jan,Burglary/Breaking & Entering,3
1048,1,Monday,Jan,Counterfeiting/Forgery,1
1049,1,Monday,Jan,Destruction/Damage/Vandalism of Property,3
1050,1,Monday,Jan,Drug/Narcotic Offenses,2
1051,1,Monday,Jan,Larceny/Theft Offenses,3
1052,1,Monday,Jan,Motor Vehicle Theft,1
1053,1,Monday,Jan,Robbery,1
1054,1,Monday,Jan,"Sex Offenses, Non-forcible",1
1055,1,Monday,Jan,Weapon Law Violations,1
1038,1,Monday,Feb,Assault Offenses,19
1039,1,Monday,Feb,Burglary/Breaking & Entering,3
1040,1,Monday,Feb,Destruction/Damage/Vandalism of Property,4
1041,1,Monday,Feb,Drug/Narcotic Offenses,1
1042,1,Monday,Feb,Fraud Offenses,1
1043,1,Monday,Feb,Larceny/Theft Offenses,7
1044,1,Monday,Feb,Stolen Property Offenses,2
1045,1,Monday,Feb,Weapon Law Violations,2
1077,1,Monday,Mar,Assault Offenses,15
1078,1,Monday,Mar,Burglary/Breaking & Entering,2
1079,1,Monday,Mar,Destruction/Damage/Vandalism of Property,4
1080,1,Monday,Mar,Drug/Narcotic Offenses,3
1081,1,Monday,Mar,Fraud Offenses,1
1082,1,Monday,Mar,Larceny/Theft Offenses,4
1083,1,Monday,Mar,Motor Vehicle Theft,1
1084,1,Monday,Mar,Robbery,2
1085,1,Monday,Mar,Weapon Law Violations,2
1008,1,Monday,Apr,Arson,1
1009,1,Monday,Apr,Assault Offenses,17
1010,1,Monday,Apr,Burglary/Breaking & Entering,2
1011,1,Monday,Apr,Destruction/Damage/Vandalism of Property,7
1012,1,Monday,Apr,Drug/Narcotic Offenses,3
1013,1,Monday,Apr,Embezzlement,1
